contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
MAR260116C00370000,MAR,2026-01-16,370.00,call,5.25,3.35,2.70,29,4.00,11,0,1,2024-10-25,0.20397,0.12506,0.00348,-0.06391,0.59801,0.36126
MAR260116P00370000,MAR,2026-01-16,370.00,put,0.00,108.00,105.50,20,110.50,20,0,0,2024-10-25,0.40641,-0.65865,0.00311,-0.04087,1.06566,-3.44468
MAR260116C00380000,MAR,2026-01-16,380.00,call,2.50,2.45,1.60,10,3.30,5,0,11,2024-10-25,0.20032,0.09761,0.00296,-0.05203,0.50069,0.28398
MAR260116P00380000,MAR,2026-01-16,380.00,put,0.00,118.00,115.50,20,120.50,20,0,0,2024-10-25,0.42866,-0.66265,0.00293,-0.04436,1.06085,-3.58025
MAR260116C00390000,MAR,2026-01-16,390.00,call,0.00,2.08,1.50,7,2.65,10,0,0,2024-10-25,0.20428,0.08370,0.00259,-0.04677,0.44669,0.24378
MAR260116P00390000,MAR,2026-01-16,390.00,put,0.00,128.00,125.50,20,130.50,20,0,0,2024-10-25,0.45016,-0.66586,0.00278,-0.04769,1.05690,-3.71323
MAR261218C00105000,MAR,2026-12-18,105.00,call,0.00,163.00,160.50,20,165.50,20,0,0,2024-10-25,0.01226,1.00000,0.00000,-0.04572,0.00000,2.03309
MAR261218P00105000,MAR,2026-12-18,105.00,put,0.00,1.40,0.25,7,2.55,5,0,0,2024-10-25,0.39528,-0.02028,0.00032,-0.01408,0.18824,-0.14429
MAR261218C00110000,MAR,2026-12-18,110.00,call,134.75,158.75,156.50,1,161.00,10,0,5,2024-10-25,0.01187,1.00000,0.00000,-0.04789,0.00000,2.12990
MAR261218P00110000,MAR,2026-12-18,110.00,put,0.00,1.57,0.40,8,2.75,5,0,0,2024-10-25,0.38705,-0.02290,0.00037,-0.01513,0.20855,-0.16263
MAR261218C00115000,MAR,2026-12-18,115.00,call,130.38,154.25,152.00,10,156.50,10,0,6,2024-10-25,0.01148,1.00000,0.00000,-0.05007,0.00000,2.22672
MAR261218P00115000,MAR,2026-12-18,115.00,put,0.00,1.75,0.50,6,3.00,5,0,0,2024-10-25,0.37897,-0.02572,0.00041,-0.01618,0.22990,-0.18236
MAR261218C00120000,MAR,2026-12-18,120.00,call,0.00,150.00,147.50,20,152.50,20,0,0,2024-10-25,0.01109,1.00000,0.00000,-0.05225,0.00000,2.32353
MAR261218P00120000,MAR,2026-12-18,120.00,put,0.00,1.97,0.65,7,3.30,5,0,0,2024-10-25,0.37226,-0.02905,0.00046,-0.01742,0.25447,-0.20586
MAR261218C00125000,MAR,2026-12-18,125.00,call,110.43,145.50,143.00,20,148.00,20,0,5,2024-10-25,0.01070,1.00000,0.00000,-0.05443,0.00000,2.42034
MAR261218P00125000,MAR,2026-12-18,125.00,put,0.00,2.15,0.70,5,3.60,5,0,1,2024-10-25,0.36357,-0.03210,0.00052,-0.01829,0.27643,-0.22693
MAR261218C00130000,MAR,2026-12-18,130.00,call,135.54,141.00,138.50,20,143.50,20,0,10,2024-10-25,0.01031,1.00000,0.00000,-0.05660,0.00000,2.51716
MAR261218P00130000,MAR,2026-12-18,130.00,put,0.00,2.38,0.85,5,3.90,5,0,2,2024-10-25,0.35641,-0.03575,0.00057,-0.01938,0.30203,-0.25242
MAR261218C00135000,MAR,2026-12-18,135.00,call,0.00,137.00,134.50,20,139.50,20,0,0,2024-10-25,0.00992,1.00000,0.00000,-0.05878,0.00000,2.61397
MAR261218P00135000,MAR,2026-12-18,135.00,put,0.00,2.62,1.05,5,4.20,5,0,2,2024-10-25,0.34924,-0.03963,0.00064,-0.02043,0.32858,-0.27947
MAR261218C00140000,MAR,2026-12-18,140.00,call,0.00,132.50,130.00,20,135.00,20,0,0,2024-10-25,0.00953,1.00000,0.00000,-0.06096,0.00000,2.71078
MAR261218P00140000,MAR,2026-12-18,140.00,put,0.00,3.00,1.30,8,4.70,5,0,2,2024-10-25,0.34559,-0.04491,0.00071,-0.02211,0.36356,-0.31731
MAR261218C00145000,MAR,2026-12-18,145.00,call,99.08,128.25,126.00,30,130.50,5,0,0,2024-10-25,0.00914,1.00000,0.00000,-0.06313,0.00000,2.80760
MAR261218P00145000,MAR,2026-12-18,145.00,put,0.00,3.95,1.50,30,6.40,5,0,0,2024-10-25,0.35488,-0.05504,0.00082,-0.02645,0.42757,-0.39467
MAR261218C00150000,MAR,2026-12-18,150.00,call,81.75,123.95,122.00,8,125.90,5,0,5,2024-10-25,0.00875,1.00000,0.00000,-0.06531,0.00000,2.90441
MAR261218P00150000,MAR,2026-12-18,150.00,put,0.00,4.50,3.60,5,5.40,5,0,1,2024-10-25,0.35245,-0.06182,0.00090,-0.02843,0.46842,-0.44471
MAR261218C00155000,MAR,2026-12-18,155.00,call,0.00,119.90,118.00,8,121.80,5,0,0,2024-10-25,0.00836,1.00000,0.00000,-0.06749,0.00000,3.00123
MAR261218P00155000,MAR,2026-12-18,155.00,put,0.00,4.58,2.15,7,7.00,30,0,0,2024-10-25,0.33964,-0.06517,0.00097,-0.02812,0.48808,-0.46536
MAR261218C00160000,MAR,2026-12-18,160.00,call,0.00,116.05,114.10,8,118.00,5,0,0,2024-10-25,0.00797,1.00000,0.00000,-0.06966,0.00000,3.09804
MAR261218P00160000,MAR,2026-12-18,160.00,put,0.00,5.03,2.55,6,7.50,30,0,0,2024-10-25,0.33431,-0.07157,0.00106,-0.02934,0.52465,-0.51106
MAR261218C00165000,MAR,2026-12-18,165.00,call,0.00,111.65,109.50,30,113.80,5,0,0,2024-10-25,0.00758,1.00000,0.00000,-0.07184,0.00000,3.19485
MAR261218P00165000,MAR,2026-12-18,165.00,put,0.00,5.15,3.50,30,6.80,5,0,0,2024-10-25,0.32242,-0.07559,0.00115,-0.02900,0.54708,-0.53616
MAR261218C00170000,MAR,2026-12-18,170.00,call,0.00,107.80,105.60,8,110.00,5,0,0,2024-10-25,0.00719,1.00000,0.00000,-0.07402,0.00000,3.29167
MAR261218P00170000,MAR,2026-12-18,170.00,put,0.00,5.90,4.10,14,7.70,5,0,10,2024-10-25,0.32181,-0.08474,0.00126,-0.03110,0.59641,-0.60390
MAR261218C00175000,MAR,2026-12-18,175.00,call,0.00,104.10,102.20,8,106.00,5,0,0,2024-10-25,0.00680,1.00000,0.00000,-0.07620,0.00000,3.38848
MAR261218P00175000,MAR,2026-12-18,175.00,put,0.00,7.15,4.80,5,9.50,30,0,0,2024-10-25,0.32760,-0.09721,0.00137,-0.03460,0.66036,-0.70081
MAR261218C00180000,MAR,2026-12-18,180.00,call,0.00,100.15,98.00,5,102.30,5,0,0,2024-10-25,0.15489,0.98700,0.00056,-0.08122,0.12860,3.40585
MAR261218P00180000,MAR,2026-12-18,180.00,put,0.00,7.55,5.50,11,9.60,5,0,3,2024-10-25,0.31952,-0.10414,0.00147,-0.03482,0.69441,-0.74851
MAR261218C00185000,MAR,2026-12-18,185.00,call,0.00,96.25,94.00,11,98.50,10,0,0,2024-10-25,0.17745,0.96917,0.00102,-0.08726,0.26735,3.38925
MAR261218P00185000,MAR,2026-12-18,185.00,put,0.00,8.50,6.00,30,11.00,30,0,0,2024-10-25,0.31876,-0.11477,0.00158,-0.03661,0.74462,-0.82877
MAR261218C00190000,MAR,2026-12-18,190.00,call,61.99,92.45,90.60,5,94.30,5,0,2,2024-10-25,0.18995,0.95231,0.00136,-0.09278,0.38148,3.37591
MAR261218P00190000,MAR,2026-12-18,190.00,put,0.00,9.40,7.10,10,11.70,5,0,15,2024-10-25,0.31647,-0.12521,0.00170,-0.03793,0.79172,-0.90687
MAR261218C00195000,MAR,2026-12-18,195.00,call,0.00,88.70,86.50,11,90.90,1,0,0,2024-10-25,0.19757,0.93632,0.00164,-0.09775,0.47936,3.36644
MAR261218P00195000,MAR,2026-12-18,195.00,put,0.00,10.50,8.00,30,13.00,30,0,0,2024-10-25,0.31586,-0.13685,0.00181,-0.03950,0.84191,-0.99608
MAR261218C00200000,MAR,2026-12-18,200.00,call,61.90,85.15,83.00,10,87.30,5,0,5,2024-10-25,0.20519,0.91846,0.00191,-0.10283,0.57941,3.34214
MAR261218P00200000,MAR,2026-12-18,200.00,put,0.00,11.55,9.10,18,14.00,30,0,25,2024-10-25,0.31388,-0.14835,0.00192,-0.04060,0.88912,-1.08345
MAR261218C00210000,MAR,2026-12-18,210.00,call,50.10,77.90,76.10,5,79.70,3,0,1,2024-10-25,0.21007,0.88705,0.00237,-0.11068,0.73617,3.32111
MAR261218P00210000,MAR,2026-12-18,210.00,put,0.00,13.70,11.50,14,15.90,5,0,9,2024-10-25,0.30839,-0.17207,0.00215,-0.04193,0.97967,-1.26309
MAR261218C00220000,MAR,2026-12-18,220.00,call,39.10,71.35,69.20,14,73.50,27,0,107,2024-10-25,0.21708,0.84984,0.00280,-0.11843,0.89633,3.25236
MAR261218P00220000,MAR,2026-12-18,220.00,put,0.00,15.85,14.00,23,17.70,5,0,12,2024-10-25,0.30077,-0.19679,0.00240,-0.04200,1.06504,-1.44851
MAR261218C00230000,MAR,2026-12-18,230.00,call,50.20,64.70,62.50,17,66.90,5,0,5,2024-10-25,0.21739,0.81467,0.00320,-0.12384,1.02658,3.19714
MAR261218P00230000,MAR,2026-12-18,230.00,put,0.00,19.15,17.10,5,21.20,10,0,69,2024-10-25,0.30123,-0.22607,0.00260,-0.04314,1.15525,-1.68403
MAR261218C00240000,MAR,2026-12-18,240.00,call,60.00,59.15,57.40,16,60.90,15,0,585,2024-10-25,0.22364,0.77319,0.00351,-0.12957,1.15737,3.08265
MAR261218P00240000,MAR,2026-12-18,240.00,put,0.00,22.30,20.40,12,24.20,5,0,21,2024-10-25,0.29787,-0.25531,0.00281,-0.04249,1.23436,-1.91656
MAR261218C00250000,MAR,2026-12-18,250.00,call,41.50,53.10,51.20,19,55.00,18,0,12,2024-10-25,0.22135,0.73498,0.00385,-0.13224,1.25835,2.99762
MAR261218P00250000,MAR,2026-12-18,250.00,put,0.00,25.85,24.00,11,27.70,5,0,16,2024-10-25,0.29528,-0.28587,0.00300,-0.04110,1.30611,-2.16475
MAR261218C00260000,MAR,2026-12-18,260.00,call,48.90,47.55,45.60,17,49.50,5,0,21,2024-10-25,0.22013,0.69429,0.00415,-0.13395,1.34701,2.88745
MAR261218P00260000,MAR,2026-12-18,260.00,put,0.00,29.75,28.00,11,31.50,5,0,38,2024-10-25,0.29315,-0.31732,0.00316,-0.03887,1.36895,-2.42569
MAR261218C00270000,MAR,2026-12-18,270.00,call,43.90,42.60,40.90,16,44.30,5,0,57,2024-10-25,0.22013,0.65213,0.00437,-0.13474,1.41975,2.75662
MAR261218P00270000,MAR,2026-12-18,270.00,put,0.00,34.50,32.50,10,36.50,5,0,4,2024-10-25,0.29483,-0.34916,0.00327,-0.03670,1.42167,-2.70674
MAR261218C00280000,MAR,2026-12-18,280.00,call,28.85,37.80,35.60,14,40.00,20,0,29,2024-10-25,0.21846,0.60950,0.00457,-0.13389,1.47448,2.61965
MAR261218P00280000,MAR,2026-12-18,280.00,put,0.00,39.55,37.60,10,41.50,5,0,0,2024-10-25,0.29650,-0.38050,0.00334,-0.03372,1.46330,-2.99199
MAR261218C00290000,MAR,2026-12-18,290.00,call,33.14,34.05,32.60,17,35.50,30,0,20,2024-10-25,0.22120,0.56762,0.00463,-0.13319,1.51051,2.46427
MAR261218P00290000,MAR,2026-12-18,290.00,put,0.00,45.10,43.20,5,47.00,5,0,0,2024-10-25,0.29940,-0.41080,0.00338,-0.03033,1.49411,-3.28186
MAR261218C00300000,MAR,2026-12-18,300.00,call,29.90,29.90,28.40,14,31.40,30,0,27,2024-10-25,0.21861,0.52500,0.00474,-0.12987,1.52957,2.31380
MAR261218P00300000,MAR,2026-12-18,300.00,put,0.00,50.95,49.00,1,52.90,1,0,0,2024-10-25,0.30229,-0.43998,0.00340,-0.02631,1.51520,-3.57164
MAR261218C00310000,MAR,2026-12-18,310.00,call,26.40,25.80,23.60,17,28.00,20,0,24,2024-10-25,0.21419,0.48126,0.00484,-0.12479,1.53088,2.15538
MAR261218P00310000,MAR,2026-12-18,310.00,put,0.00,57.05,55.00,30,59.10,1,0,0,2024-10-25,0.30504,-0.46799,0.00339,-0.02167,1.52764,-3.86014
MAR261218C00320000,MAR,2026-12-18,320.00,call,22.80,22.65,20.60,14,24.70,11,0,7,2024-10-25,0.21358,0.44060,0.00481,-0.12019,1.51555,1.99433
MAR261218P00320000,MAR,2026-12-18,320.00,put,0.00,63.75,62.00,30,65.50,2,0,0,2024-10-25,0.31022,-0.49335,0.00335,-0.01740,1.53236,-4.14703
MAR261218C00330000,MAR,2026-12-18,330.00,call,6.70,19.70,17.60,16,21.80,10,0,3,2024-10-25,0.21221,0.40076,0.00474,-0.11458,1.48491,1.83337
MAR261218P00330000,MAR,2026-12-18,330.00,put,0.00,71.45,69.50,30,73.40,5,0,0,2024-10-25,0.32043,-0.51382,0.00324,-0.01468,1.53166,-4.42784
MAR261218C00340000,MAR,2026-12-18,340.00,call,11.66,16.95,14.60,22,19.30,10,0,2,2024-10-25,0.21007,0.36165,0.00464,-0.10799,1.43947,1.67223
MAR261218P00340000,MAR,2026-12-18,340.00,put,0.00,80.25,78.00,10,82.50,11,0,0,2024-10-25,0.33644,-0.52816,0.00308,-0.01410,1.52876,-4.69740
MAR261218C00350000,MAR,2026-12-18,350.00,call,0.00,14.75,12.60,18,16.90,13,0,0,2024-10-25,0.20977,0.32661,0.00448,-0.10188,1.38544,1.52215
MAR261218P00350000,MAR,2026-12-18,350.00,put,0.00,88.75,86.50,30,91.00,1,0,0,2024-10-25,0.34940,-0.54221,0.00296,-0.01244,1.52399,-4.95893
MAR261218C00360000,MAR,2026-12-18,360.00,call,9.46,12.90,10.90,14,14.90,14,0,6,2024-10-25,0.21022,0.29491,0.00427,-0.09596,1.32531,1.38328
MAR261218P00360000,MAR,2026-12-18,360.00,put,0.00,98.00,95.50,20,100.50,20,0,0,2024-10-25,0.36632,-0.55146,0.00281,-0.01245,1.51981,-5.20956
MAR261218C00370000,MAR,2026-12-18,370.00,call,0.00,10.80,8.60,13,13.00,20,0,0,2024-10-25,0.20687,0.26006,0.00408,-0.08772,1.24624,1.23217
MAR261218P00370000,MAR,2026-12-18,370.00,put,0.00,108.00,105.50,20,110.50,20,0,0,2024-10-25,0.38751,-0.55579,0.00265,-0.01436,1.51756,-5.44911
MAR261218C00380000,MAR,2026-12-18,380.00,call,0.00,9.80,8.20,11,11.40,10,0,0,2024-10-25,0.21068,0.23812,0.00382,-0.08373,1.18914,1.13015
MAR261218P00380000,MAR,2026-12-18,380.00,put,0.00,118.00,115.50,20,120.50,20,0,0,2024-10-25,0.40778,-0.55922,0.00252,-0.01608,1.51566,-5.68286
MAR261218C00390000,MAR,2026-12-18,390.00,call,0.00,7.95,6.00,17,9.90,10,0,0,2024-10-25,0.20565,0.20513,0.00360,-0.07440,1.09192,0.98421
MAR261218P00390000,MAR,2026-12-18,390.00,put,0.00,128.00,125.50,20,130.50,20,0,0,2024-10-25,0.42760,-0.56165,0.00240,-0.01779,1.51424,-5.91163
MAR270115C00125000,MAR,2027-01-15,125.00,call,145.25,145.50,143.00,20,148.00,20,0,11,2024-10-25,0.01033,1.00000,0.00000,-0.05422,0.00000,2.49751
MAR270115P00125000,MAR,2027-01-15,125.00,put,0.00,2.75,0.50,21,5.00,30,0,5,2024-10-25,0.37866,-0.03723,0.00055,-0.02100,0.31779,-0.27831
MAR270115C00130000,MAR,2027-01-15,130.00,call,0.00,141.50,139.00,20,144.00,20,0,0,2024-10-25,0.00995,1.00000,0.00000,-0.05639,0.00000,2.59741
MAR270115P00130000,MAR,2027-01-15,130.00,put,0.00,3.00,0.50,30,5.50,30,0,0,2024-10-25,0.37059,-0.04098,0.00061,-0.02198,0.34356,-0.30562
MAR270115C00135000,MAR,2027-01-15,135.00,call,0.00,137.00,134.50,20,139.50,20,0,0,2024-10-25,0.00957,1.00000,0.00000,-0.05856,0.00000,2.69731
MAR270115P00135000,MAR,2027-01-15,135.00,put,0.00,3.25,1.00,23,5.50,30,0,0,2024-10-25,0.36251,-0.04492,0.00067,-0.02289,0.37003,-0.33427
MAR270115C00140000,MAR,2027-01-15,140.00,call,103.89,133.00,130.50,20,135.50,20,0,5,2024-10-25,0.00920,1.00000,0.00000,-0.06073,0.00000,2.79721
MAR270115P00140000,MAR,2027-01-15,140.00,put,0.00,3.52,1.05,5,6.00,30,0,0,2024-10-25,0.35458,-0.04912,0.00073,-0.02376,0.39753,-0.36470
MAR270115C00145000,MAR,2027-01-15,145.00,call,0.00,128.60,126.50,5,130.70,1,0,0,2024-10-25,0.00882,1.00000,0.00000,-0.06290,0.00000,2.89712
MAR270115P00145000,MAR,2027-01-15,145.00,put,0.00,4.03,1.55,6,6.50,30,0,0,2024-10-25,0.35214,-0.05542,0.00081,-0.02566,0.43751,-0.41279
MAR270115C00150000,MAR,2027-01-15,150.00,call,0.00,124.75,122.50,2,127.00,30,0,0,2024-10-25,0.00844,1.00000,0.00000,-0.06507,0.00000,2.99702
MAR270115P00150000,MAR,2027-01-15,150.00,put,0.00,4.53,2.05,6,7.00,30,0,0,2024-10-25,0.34848,-0.06172,0.00089,-0.02729,0.47614,-0.46063
MAR270115C00155000,MAR,2027-01-15,155.00,call,0.00,120.25,118.50,3,122.00,1,0,0,2024-10-25,0.00807,1.00000,0.00000,-0.06724,0.00000,3.09692
MAR270115P00155000,MAR,2027-01-15,155.00,put,0.00,5.03,2.55,6,7.50,30,0,0,2024-10-25,0.34421,-0.06820,0.00098,-0.02874,0.51452,-0.50961
MAR270115C00160000,MAR,2027-01-15,160.00,call,0.00,116.20,114.00,20,118.40,1,0,0,2024-10-25,0.00769,1.00000,0.00000,-0.06941,0.00000,3.19682
MAR270115P00160000,MAR,2027-01-15,160.00,put,0.00,5.55,3.10,6,8.00,30,0,0,2024-10-25,0.33964,-0.07496,0.00107,-0.03006,0.55319,-0.56056
MAR270115C00165000,MAR,2027-01-15,165.00,call,95.65,112.25,110.00,30,114.50,1,0,1,2024-10-25,0.00731,1.00000,0.00000,-0.07158,0.00000,3.29672
MAR270115P00165000,MAR,2027-01-15,165.00,put,0.00,6.15,3.80,5,8.50,30,0,0,2024-10-25,0.33598,-0.08248,0.00116,-0.03150,0.59474,-0.61784
MAR270115C00170000,MAR,2027-01-15,170.00,call,0.00,108.25,106.50,1,110.00,1,0,0,2024-10-25,0.00694,1.00000,0.00000,-0.07374,0.00000,3.39662
MAR270115P00170000,MAR,2027-01-15,170.00,put,0.00,6.70,4.40,6,9.00,30,0,0,2024-10-25,0.33080,-0.08979,0.00125,-0.03252,0.63376,-0.67264
MAR270115C00175000,MAR,2027-01-15,175.00,call,0.00,104.75,102.50,1,107.00,30,0,0,2024-10-25,0.00656,1.00000,0.00000,-0.07591,0.00000,3.49652
MAR270115P00175000,MAR,2027-01-15,175.00,put,0.00,7.25,5.20,10,9.30,5,0,0,2024-10-25,0.32531,-0.09736,0.00135,-0.03336,0.67284,-0.72916
MAR270115C00180000,MAR,2027-01-15,180.00,call,0.00,100.75,98.50,1,103.00,30,0,0,2024-10-25,0.15337,0.98703,0.00056,-0.08080,0.13060,3.51429
MAR270115P00180000,MAR,2027-01-15,180.00,put,0.00,7.70,5.80,23,9.60,5,0,3,2024-10-25,0.31784,-0.10447,0.00146,-0.03366,0.70830,-0.78036
MAR270115C00185000,MAR,2027-01-15,185.00,call,0.00,96.70,94.50,30,98.90,1,0,0,2024-10-25,0.16907,0.97344,0.00093,-0.08567,0.24034,3.52518
MAR270115P00185000,MAR,2027-01-15,185.00,put,0.00,8.90,6.80,17,11.00,5,0,0,2024-10-25,0.32043,-0.11646,0.00156,-0.03610,0.76571,-0.87725
MAR270115C00190000,MAR,2027-01-15,190.00,call,0.00,93.30,91.10,1,95.50,30,0,0,2024-10-25,0.19346,0.94864,0.00139,-0.09295,0.41191,3.45612
MAR270115P00190000,MAR,2027-01-15,190.00,put,0.00,9.70,7.70,24,11.70,6,0,0,2024-10-25,0.31662,-0.12610,0.00167,-0.03697,0.80974,-0.95113
MAR270115C00195000,MAR,2027-01-15,195.00,call,0.00,89.50,87.50,1,91.50,1,0,0,2024-10-25,0.19864,0.93438,0.00164,-0.09736,0.49939,3.45751
MAR270115P00195000,MAR,2027-01-15,195.00,put,0.00,10.60,8.30,22,12.90,5,0,0,2024-10-25,0.31357,-0.13653,0.00178,-0.03788,0.85542,-1.03204
MAR270115C00200000,MAR,2027-01-15,200.00,call,62.20,85.70,83.50,30,87.90,3,0,2,2024-10-25,0.20123,0.92062,0.00188,-0.10129,0.57780,3.46180
MAR270115P00200000,MAR,2027-01-15,200.00,put,0.00,11.70,9.60,28,13.80,5,0,25,2024-10-25,0.31205,-0.14807,0.00189,-0.03899,0.90372,-1.12366
MAR270115C00210000,MAR,2027-01-15,210.00,call,0.00,78.70,76.70,1,80.70,3,0,0,2024-10-25,0.20946,0.88681,0.00234,-0.10959,0.75032,3.42056
MAR270115P00210000,MAR,2027-01-15,210.00,put,0.00,14.05,11.60,32,16.50,30,0,0,2024-10-25,0.30870,-0.17231,0.00211,-0.04063,0.99791,-1.31733
MAR270115C00220000,MAR,2027-01-15,220.00,call,0.00,72.25,70.00,5,74.50,30,0,0,2024-10-25,0.21708,0.84961,0.00275,-0.11722,0.91313,3.34706
MAR270115P00220000,MAR,2027-01-15,220.00,put,0.00,16.40,14.10,22,18.70,5,0,2,2024-10-25,0.30290,-0.19726,0.00234,-0.04100,1.08546,-1.51517
MAR270115C00230000,MAR,2027-01-15,230.00,call,0.00,65.70,63.50,10,67.90,5,0,0,2024-10-25,0.21800,0.81463,0.00314,-0.12260,1.04489,3.28866
MAR270115P00230000,MAR,2027-01-15,230.00,put,0.00,19.35,17.20,23,21.50,9,0,2,2024-10-25,0.30016,-0.22487,0.00255,-0.04126,1.17215,-1.74160
MAR270115C00240000,MAR,2027-01-15,240.00,call,51.66,59.75,57.50,19,62.00,30,0,3,2024-10-25,0.22028,0.77627,0.00347,-0.12729,1.16878,3.19745
MAR270115P00240000,MAR,2027-01-15,240.00,put,0.00,22.95,20.90,10,25.00,10,0,1,2024-10-25,0.30047,-0.25445,0.00273,-0.04138,1.25398,-1.99430
MAR270115C00250000,MAR,2027-01-15,250.00,call,0.00,53.75,51.60,20,55.90,5,0,0,2024-10-25,0.21861,0.73819,0.00381,-0.13002,1.27268,3.10875
MAR270115P00250000,MAR,2027-01-15,250.00,put,0.00,26.30,24.10,16,28.50,11,0,2,2024-10-25,0.29635,-0.28393,0.00292,-0.03960,1.32493,-2.24079
MAR270115C00260000,MAR,2027-01-15,260.00,call,49.75,48.55,46.70,16,50.40,5,0,31,2024-10-25,0.21998,0.69717,0.00406,-0.13230,1.36508,2.98513
MAR270115P00260000,MAR,2027-01-15,260.00,put,0.00,30.10,28.10,16,32.10,10,0,10,2024-10-25,0.29361,-0.31459,0.00309,-0.03723,1.38807,-2.50429
MAR270115C00270000,MAR,2027-01-15,270.00,call,30.65,43.55,41.70,20,45.40,5,0,6,2024-10-25,0.21967,0.65593,0.00429,-0.13305,1.43900,2.85582
MAR270115P00270000,MAR,2027-01-15,270.00,put,0.00,34.80,32.70,11,36.90,5,0,11,2024-10-25,0.29498,-0.34573,0.00320,-0.03500,1.44157,-2.79000
MAR270115C00280000,MAR,2027-01-15,280.00,call,40.01,38.85,36.70,18,41.00,24,0,73,2024-10-25,0.21861,0.61417,0.00448,-0.13247,1.49539,2.71719
MAR270115P00280000,MAR,2027-01-15,280.00,put,0.00,39.60,37.70,11,41.50,5,0,9,2024-10-25,0.29513,-0.37665,0.00329,-0.03166,1.48454,-3.07747
MAR270115C00290000,MAR,2027-01-15,290.00,call,36.71,34.75,33.10,17,36.40,6,0,65,2024-10-25,0.21907,0.57255,0.00458,-0.13122,1.53384,2.56570
MAR270115P00290000,MAR,2027-01-15,290.00,put,0.00,45.00,43.00,10,47.00,5,0,4,2024-10-25,0.29711,-0.40673,0.00334,-0.02807,1.51688,-3.37266
MAR270115C00300000,MAR,2027-01-15,300.00,call,31.14,30.60,28.80,19,32.40,5,0,25,2024-10-25,0.21678,0.53050,0.00469,-0.12815,1.55514,2.41277
MAR270115P00300000,MAR,2027-01-15,300.00,put,0.00,50.95,49.00,10,52.90,1,0,0,2024-10-25,0.30092,-0.43523,0.00335,-0.02439,1.53910,-3.67114
MAR270115C00310000,MAR,2027-01-15,310.00,call,25.10,27.10,25.20,5,29.00,11,0,5,2024-10-25,0.21647,0.48988,0.00471,-0.12479,1.55920,2.25347
MAR270115P00310000,MAR,2027-01-15,310.00,put,0.00,57.85,55.70,13,60.00,11,0,0,2024-10-25,0.30915,-0.46027,0.00328,-0.02163,1.55196,-3.97079
MAR270115C00320000,MAR,2027-01-15,320.00,call,21.70,23.80,21.60,20,26.00,20,0,10,2024-10-25,0.21510,0.44965,0.00471,-0.12024,1.54726,2.09263
MAR270115P00320000,MAR,2027-01-15,320.00,put,0.00,64.60,62.60,1,66.60,1,0,0,2024-10-25,0.31479,-0.48457,0.00324,-0.01772,1.55854,-4.26271
MAR270115C00330000,MAR,2027-01-15,330.00,call,21.18,20.70,18.60,28,22.80,5,0,14,2024-10-25,0.21312,0.41002,0.00467,-0.11471,1.51986,1.93021
MAR270115P00330000,MAR,2027-01-15,330.00,put,0.00,72.00,70.00,10,74.00,1,0,0,2024-10-25,0.32318,-0.50551,0.00316,-0.01450,1.55955,-4.54948
MAR270115C00340000,MAR,2027-01-15,340.00,call,0.00,18.05,16.10,23,20.00,10,0,0,2024-10-25,0.21190,0.37256,0.00457,-0.10891,1.47942,1.77109
MAR270115P00340000,MAR,2027-01-15,340.00,put,0.00,79.85,78.00,30,81.70,1,0,0,2024-10-25,0.33324,-0.52340,0.00306,-0.01178,1.55702,-4.82863
MAR270115C00350000,MAR,2027-01-15,350.00,call,0.00,15.40,13.60,22,17.20,5,0,0,2024-10-25,0.20885,0.33452,0.00446,-0.10173,1.42352,1.60812
MAR270115P00350000,MAR,2027-01-15,350.00,put,0.00,88.70,87.00,5,90.40,1,0,0,2024-10-25,0.34848,-0.53572,0.00292,-0.01101,1.55345,-5.09707
MAR270115C00360000,MAR,2027-01-15,360.00,call,13.88,13.55,11.60,18,15.50,14,0,1,2024-10-25,0.20961,0.30332,0.00426,-0.09621,1.36607,1.46711
MAR270115P00360000,MAR,2027-01-15,360.00,put,0.00,98.30,96.10,5,100.50,10,0,0,2024-10-25,0.36769,-0.54318,0.00276,-0.01189,1.55056,-5.35408
MAR270115C00370000,MAR,2027-01-15,370.00,call,11.00,11.80,10.10,22,13.50,10,0,2,2024-10-25,0.20931,0.27297,0.00406,-0.09001,1.29975,1.32935
MAR270115P00370000,MAR,2027-01-15,370.00,put,0.00,108.00,105.50,20,110.50,20,0,0,2024-10-25,0.38674,-0.54890,0.00262,-0.01290,1.54797,-5.60322
MAR270115C00380000,MAR,2027-01-15,380.00,call,0.00,10.25,8.60,20,11.90,5,0,0,2024-10-25,0.20900,0.24486,0.00385,-0.08377,1.22867,1.20004
MAR270115P00380000,MAR,2027-01-15,380.00,put,0.00,118.00,115.50,20,120.50,20,0,0,2024-10-25,0.40702,-0.55219,0.00249,-0.01456,1.54634,-5.84486
MAR270115C00390000,MAR,2027-01-15,390.00,call,0.00,8.70,7.00,24,10.40,5,0,0,2024-10-25,0.20718,0.21663,0.00362,-0.07665,1.14734,1.06968
MAR270115P00390000,MAR,2027-01-15,390.00,put,0.00,128.00,125.50,20,130.50,20,0,0,2024-10-25,0.42668,-0.55461,0.00237,-0.01613,1.54507,-6.08147
